A,B,V
530,7,1.0
530,18,1.0
530,37,1.0
530,56,1.0
530,157,1.0
530,179,1.0
530,205,1.0
530,320,1.0
530,348,1.0
530,384,1.0
530,445,1.0
530,514,1.0
530,530,1.0
530,533,1.0
531,531,1.0
532,52,1.0
532,113,1.0
532,172,1.0
532,186,1.0
532,187,1.0
532,253,1.0
532,363,1.0
532,416,1.0
532,532,1.0
532,533,1.0
533,0,1.0
533,7,1.0
533,18,1.0
533,24,1.0
533,27,1.0
533,37,1.0
533,38,1.0
533,40,1.0
533,51,1.0
533,52,1.0
533,56,1.0
533,71,1.0
533,88,1.0
533,99,1.0
533,113,1.0
533,115,1.0
533,126,1.0
533,130,1.0
533,149,1.0
533,157,1.0
533,171,1.0
533,172,1.0
533,179,1.0
533,186,1.0
533,187,1.0
533,205,1.0
533,207,1.0
533,221,1.0
533,232,1.0
533,251,1.0
533,253,1.0
533,263,1.0
533,264,1.0
533,281,1.0
533,285,1.0
533,312,1.0
533,320,1.0
533,348,1.0
533,363,1.0
533,375,1.0
533,384,1.0
533,416,1.0
533,428,1.0
533,429,1.0
533,436,1.0
533,445,1.0
533,456,1.0
533,463,1.0
533,464,1.0
533,466,1.0
533,514,1.0
533,530,1.0
533,532,1.0
533,533,1.0
534,534,1.0
535,17,1.0
535,26,1.0
535,243,1.0
535,535,1.0
535,539,1.0
535,541,1.0
536,26,1.0
536,77,1.0
536,100,1.0
536,180,1.0
536,192,1.0
536,243,1.0
536,322,1.0
536,423,1.0
536,447,1.0
536,536,1.0
537,537,1.0
538,16,1.0
538,29,1.0
538,58,1.0
538,75,1.0
538,76,1.0
538,81,1.0
538,82,1.0
538,107,1.0
538,109,1.0
538,111,1.0
538,112,1.0
538,117,1.0
538,148,1.0
538,151,1.0
538,161,1.0
538,163,1.0
538,165,1.0
538,195,1.0
538,204,1.0
538,231,1.0
538,250,1.0
538,254,1.0
538,270,1.0
538,316,1.0
538,325,1.0
538,327,1.0
538,345,1.0
538,351,1.0
538,374,1.0
538,388,1.0
538,393,1.0
538,397,1.0
538,411,1.0
538,415,1.0
538,442,1.0
538,448,1.0
538,474,1.0
538,520,1.0
538,538,1.0
538,541,1.0
539,0,1.0
539,17,1.0
539,21,1.0
539,24,1.0
539,26,1.0
539,59,1.0
539,73,1.0
539,77,1.0
539,88,1.0
539,99,1.0
539,100,1.0
539,106,1.0
539,130,1.0
539,149,1.0
539,171,1.0
539,180,1.0
539,182,1.0
539,192,1.0
539,201,1.0
539,212,1.0
539,221,1.0
539,230,1.0
539,232,1.0
539,243,1.0
539,263,1.0
539,271,1.0
539,281,1.0
539,312,1.0
539,322,1.0
539,368,1.0
539,375,1.0
539,383,1.0
539,398,1.0
539,423,1.0
539,434,1.0
539,436,1.0
539,447,1.0
539,456,1.0
539,464,1.0
539,466,1.0
539,511,1.0
539,535,1.0
539,539,1.0
540,540,1.0
541,0,1.0
541,2,1.0
541,16,1.0
541,17,1.0
541,21,1.0
541,24,1.0
541,26,1.0
541,29,1.0
541,47,1.0
541,58,1.0
541,71,1.0
541,75,1.0
541,76,1.0
541,77,1.0
541,81,1.0
541,82,1.0
541,85,1.0
541,86,1.0
541,88,1.0
541,99,1.0
541,100,1.0
541,107,1.0
541,109,1.0
541,111,1.0
541,112,1.0
541,117,1.0
541,130,1.0
541,148,1.0
541,151,1.0
541,161,1.0
541,163,1.0
541,165,1.0
541,171,1.0
541,175,1.0
541,180,1.0
541,182,1.0
541,183,1.0
541,192,1.0
541,195,1.0
541,204,1.0
541,221,1.0
541,231,1.0
541,232,1.0
541,243,1.0
541,250,1.0
541,254,1.0
541,263,1.0
541,270,1.0
541,280,1.0
541,281,1.0
541,296,1.0
541,310,1.0
541,312,1.0
541,316,1.0
541,322,1.0
541,325,1.0
541,327,1.0
541,345,1.0
541,351,1.0
541,374,1.0
541,375,1.0
541,387,1.0
541,388,1.0
541,393,1.0
541,394,1.0
541,397,1.0
541,411,1.0
541,415,1.0
541,423,1.0
541,436,1.0
541,442,1.0
541,447,1.0
541,448,1.0
541,454,1.0
541,455,1.0
541,466,1.0
541,474,1.0
541,483,1.0
541,498,1.0
541,517,1.0
541,520,1.0
541,535,1.0
541,538,1.0
541,541,1.0
542,542,1.0
543,543,1.0
544,544,1.0
545,545,1.0
546,546,1.0
547,547,1.0
